scoringPeriodId,Player,Position,Team,playerrosterslot,Actual,Predicted,ActualMinusPredicted,SlottedPosition,Starter
8,Calvin Ridley,Wide Receiver,The_Plainsmen,4,13,10.827883805,2.172116194999999,Wide Receiver,Starter
9,Calvin Ridley,Wide Receiver,The_Plainsmen,20,NA,0,NA,Bench,Bench
10,Calvin Ridley,Wide Receiver,The_Plainsmen,4,7.700000000000001,12.959944876,-5.259944875999999,Wide Receiver,Starter
11,Calvin Ridley,Wide Receiver,The_Plainsmen,4,28.3,12.7402083132,15.5597916868,Wide Receiver,Starter
12,Calvin Ridley,Wide Receiver,The_Plainsmen,4,22,13.880027171400002,8.119972828599998,Wide Receiver,Starter
13,Calvin Ridley,Wide Receiver,The_Plainsmen,4,17.1,14.792019642499998,2.3079803575000035,Wide Receiver,Starter
1,Cam Newton,Quarterback,The OBJective_Functions,0,5.36,18.493309009,-13.133309009000001,Quarterback,Starter
2,Cam Newton,Quarterback,The OBJective_Functions,0,11.32,19.030975859,-7.710975859000001,Quarterback,Starter
6,Carlos Hyde,Running Back,NA,NA,18,10.066855458700001,7.933144541299999,NA,Starter
7,Carlos Hyde,Running Back,Palindrome_Tikkit,23,3.5,11.4346532583,-7.934653258299999,Flex,Starter
8,Carlos Hyde,Running Back,Palindrome_Tikkit,20,8.3,12.684970572300001,-4.3849705723,Bench,Bench
9,Carlos Hyde,Running Back,Palindrome_Tikkit,23,14,11.521054640700001,2.478945359299999,Flex,Starter
10,Carlos Hyde,Running Back,Palindrome_Tikkit,20,NA,0,NA,Bench,Bench
11,Carlos Hyde,Running Back,Palindrome_Tikkit,20,12.5,10.2331043718,2.2668956282000003,Bench,Bench
12,Carlos Hyde,Running Back,Palindrome_Tikkit,2,6.7,11.568991288200003,-4.868991288200003,Running Back,Starter
13,Carlos Hyde,Running Back,Palindrome_Tikkit,20,3.2,10.4113276136,-7.211327613599999,Bench,Bench
1,Carson Wentz,Quarterback,Compute _This!,0,25.02,19.252510704000002,5.767489295999997,Quarterback,Starter
2,Carson Wentz,Quarterback,Compute _This!,0,17.54,20.084051547,-2.5440515470000022,Quarterback,Starter
3,Carson Wentz,Quarterback,Compute _This!,0,21.66,17.074183956,4.585816044000001,Quarterback,Starter
4,Carson Wentz,Quarterback,Compute _This!,0,19.700000000000003,17.633102403,2.066897597000004,Quarterback,Starter
5,Carson Wentz,Quarterback,Compute _This!,0,12.06,17.532425758,-5.472425757999998,Quarterback,Starter
6,Carson Wentz,Quarterback,Compute _This!,0,20.54,16.033822317000002,4.506177682999997,Quarterback,Starter
7,Carson Wentz,Quarterback,Compute _This!,0,6.840000000000001,18.349986445,-11.509986445,Quarterback,Starter
8,Carson Wentz,Quarterback,Compute _This!,0,14.379999999999999,14.828395565000001,-0.448395565000002,Quarterback,Starter
9,Carson Wentz,Quarterback,Compute _This!,0,15.06,15.682735663000003,-0.622735663000002,Quarterback,Starter
10,Carson Wentz,Quarterback,Compute _This!,20,NA,0,NA,Bench,Bench
11,Carson Wentz,Quarterback,Compute _This!,0,12.260000000000002,14.038800463000001,-1.7788004629999996,Quarterback,Starter
12,Carson Wentz,Quarterback,Compute _This!,0,8.940000000000001,17.608365372999998,-8.668365372999997,Quarterback,Starter
13,Carson Wentz,Quarterback,Compute _This!,0,24.4,19.031433733,5.3685662669999985,Quarterback,Starter
1,Chargers D/ST,Defense,The OBJective_Functions,16,1,7.8232051270000005,-6.8232051270000005,Defense,Starter
3,Chargers D/ST,Defense,NA,NA,3,6.818873697000001,-3.818873697000001,NA,Starter
4,Chargers D/ST,Defense,The_Chief,16,12,10.688854980999999,1.3111450190000014,Defense,Starter
5,Chargers D/ST,Defense,The_Chief,16,12,6.763436892,5.236563108,Defense,Starter
6,Chargers D/ST,Defense,The_Chief,16,4,7.451001264999999,-3.4510012649999986,Defense,Starter
7,Chargers D/ST,Defense,The_Chief,16,1,6.817978832,-5.817978832,Defense,Starter
7,Chase Edmonds,Running Back,NA,NA,35,6.247359874000002,28.752640126,NA,Starter
8,Chase Edmonds,Running Back,'R'm Chair_Quarterback,2,3.3,15.322704113,-12.022704113,Running Back,Starter
9,Chase Edmonds,Running Back,'R'm Chair_Quarterback,21,0,0,0,IR,Bench
6,Chase McLaughlin,Kicker,NA,NA,4,8.250834905,-4.250834905,NA,Starter
7,Chase McLaughlin,Kicker,Dallas_The boys,17,10,7.971434426,2.028565574,Kicker,Starter
8,Chase McLaughlin,Kicker,Dallas_The boys,17,4,7.008775367,-3.008775367,Kicker,Starter
5,Chiefs D/ST,Defense,NA,NA,2,6.3329512789999995,-4.3329512789999995,NA,Starter
6,Chiefs D/ST,Defense,Team_Ward,16,0,6.26201701,-6.26201701,Defense,Starter
7,Chiefs D/ST,Defense,Team_Ward,16,23,4.62457855,18.37542145,Defense,Starter
4,Chris Boswell,Kicker,NA,NA,10,8.218488386,1.7815116139999994,NA,Starter
5,Chris Boswell,Kicker,The_Chief,17,12,8.290579885,3.7094201150000004,Kicker,Starter
8,Chris Boswell,Kicker,NA,NA,10,7.973166443999999,2.0268335560000006,NA,Starter
9,Chris Boswell,Kicker,Dallas_The boys,20,16,8.696588348999999,7.303411651000001,Bench,Bench
10,Chris Boswell,Kicker,Philly_Chapmaniacs,17,5,8.519725029,-3.519725029,Kicker,Starter
1,Chris Carson,Running Back,Palindrome_Tikkit,2,24,15.637184675,8.362815325,Running Back,Starter
2,Chris Carson,Running Back,Palindrome_Tikkit,2,9.7,15.233578944000001,-5.533578944000002,Running Back,Starter
3,Chris Carson,Running Back,Palindrome_Tikkit,2,4,16.003507438,-12.003507438,Running Back,Starter
4,Chris Carson,Running Back,Palindrome_Tikkit,2,18.5,14.120429513000001,4.379570486999999,Running Back,Starter
5,Chris Carson,Running Back,Palindrome_Tikkit,2,19.3,14.613800125000003,4.686199874999998,Running Back,Starter
6,Chris Carson,Running Back,Palindrome_Tikkit,2,25.9,16.961127036,8.938872963999998,Running Back,Starter
7,Chris Carson,Running Back,Palindrome_Tikkit,2,10.4,18.028072652,-7.628072651999998,Running Back,Starter
8,Chris Carson,Running Back,Palindrome_Tikkit,2,15,19.656313685999997,-4.656313685999997,Running Back,Starter
9,Chris Carson,Running Back,Palindrome_Tikkit,2,13.3,17.600928955,-4.300928955,Running Back,Starter
10,Chris Carson,Running Back,Palindrome_Tikkit,2,19.099999999999998,14.444581793,4.6554182069999985,Running Back,Starter
11,Chris Carson,Running Back,Palindrome_Tikkit,20,NA,0,NA,Bench,Bench
12,Chris Carson,Running Back,Palindrome_Tikkit,2,9.7,16.696783097999997,-6.996783097999998,Running Back,Starter
13,Chris Carson,Running Back,Palindrome_Tikkit,2,17.900000000000002,15.946747105999998,1.9532528940000038,Running Back,Starter
1,Chris Godwin,Wide Receiver,Team_Ward,4,14.3,12.59416925,1.7058307500000005,Wide Receiver,Starter
2,Chris Godwin,Wide Receiver,Team_Ward,4,26.1,14.35112271,11.748877290000001,Wide Receiver,Starter
3,Chris Godwin,Wide Receiver,Team_Ward,4,7,13.520903290000001,-6.5209032900000015,Wide Receiver,Starter
4,Chris Godwin,Wide Receiver,Team_Ward,20,41.2,13.555489916,27.644510084000004,Bench,Bench
5,Chris Godwin,Wide Receiver,Team_Ward,23,31.5,15.570977435000001,15.929022564999999,Flex,Starter
6,Chris Godwin,Wide Receiver,Team_Ward,4,25.1,15.898774107000001,9.201225893,Wide Receiver,Starter
7,Chris Godwin,Wide Receiver,Team_Ward,20,NA,0,NA,Bench,Bench
8,Chris Godwin,Wide Receiver,Team_Ward,4,10.3,17.566882006,-7.2668820059999994,Wide Receiver,Starter
9,Chris Godwin,Wide Receiver,Team_Ward,4,13.9,18.226941169000003,-4.326941169000003,Wide Receiver,Starter
10,Chris Godwin,Wide Receiver,Team_Ward,4,13.4,16.208671603400003,-2.8086716034000023,Wide Receiver,Starter
11,Chris Godwin,Wide Receiver,Team_Ward,4,13.7,17.601140467300002,-3.901140467300003,Wide Receiver,Starter
12,Chris Godwin,Wide Receiver,Team_Ward,4,37.400000000000006,16.7417728104,20.658227189600005,Wide Receiver,Starter
13,Chris Godwin,Wide Receiver,Team_Ward,4,9,17.4216523546,-8.421652354599999,Wide Receiver,Starter
8,Chris Herndon,Tight End,NA,NA,0,0,0,NA,Starter
9,Chris Herndon,Tight End,Philly_Chapmaniacs,6,0,0,0,Tight End,Starter
3,Chris Thompson,Running Back,NA,NA,14.8,11.649975486,3.150024514,NA,Starter
4,Chris Thompson,Running Back,Philly_Chapmaniacs,20,10,13.66575061,-3.66575061,Bench,Bench
5,Chris Thompson,Running Back,Philly_Chapmaniacs,20,8.8,11.273492113,-2.473492112999999,Bench,Bench
6,Chris Thompson,Running Back,Philly_Chapmaniacs,2,4,13.898019066000003,-9.898019066000003,Running Back,Starter
10,Chris Thompson,Running Back,NA,NA,NA,0,NA,NA,Starter
11,Chris Thompson,Running Back,Dallas_The boys,20,0,0,0,Bench,Bench
1,Christian Kirk,Wide Receiver,The OBJective_Functions,20,10.4,10.338802065600001,0.0611979343999991,Bench,Bench
2,Christian Kirk,Wide Receiver,The OBJective_Functions,20,17.4,11.2274643158,6.172535684199998,Bench,Bench
3,Christian Kirk,Wide Receiver,The OBJective_Functions,20,15.9,12.746935308500001,3.153064691499999,Bench,Bench
4,Christian Kirk,Wide Receiver,The OBJective_Functions,23,8.3,13.861451965299999,-5.561451965299998,Flex,Starter
5,Christian Kirk,Wide Receiver,The OBJective_Functions,20,0,0,0,Bench,Bench
6,Christian Kirk,Wide Receiver,The OBJective_Functions,20,0,0,0,Bench,Bench
8,Christian Kirk,Wide Receiver,NA,NA,17.8,11.52176943,6.27823057,NA,Starter
9,Christian Kirk,Wide Receiver,The OBJective_Functions,20,3.5999999999999996,11.8265213744,-8.2265213744,Bench,Bench
10,Christian Kirk,Wide Receiver,The OBJective_Functions,4,37.8,13.4379642169,24.362035783099998,Wide Receiver,Starter
11,Christian Kirk,Wide Receiver,The OBJective_Functions,23,10.2,12.466827901499999,-2.2668279014999992,Flex,Starter
12,Christian Kirk,Wide Receiver,The OBJective_Functions,20,NA,0,NA,Bench,Bench
13,Christian Kirk,Wide Receiver,The OBJective_Functions,20,5.300000000000001,13.341455147300001,-8.0414551473,Bench,Bench
1,Christian McCaffrey,Running Back,The_Chief,2,42.9,20.959282922000003,21.940717077999995,Running Back,Starter
2,Christian McCaffrey,Running Back,The_Chief,2,7.300000000000001,25.12085851,-17.82085851,Running Back,Starter
3,Christian McCaffrey,Running Back,The_Chief,2,27.8,23.466457561,4.333542439000002,Running Back,Starter
4,Christian McCaffrey,Running Back,The_Chief,2,33.9,22.620449345999997,11.279550654000001,Running Back,Starter
5,Christian McCaffrey,Running Back,The_Chief,2,47.7,23.924242037,23.775757963000004,Running Back,Starter
6,Christian McCaffrey,Running Back,The_Chief,2,21.700000000000003,26.603568715999998,-4.903568715999995,Running Back,Starter
7,Christian McCaffrey,Running Back,The_Chief,20,NA,0,NA,Bench,Bench
8,Christian McCaffrey,Running Back,The_Chief,2,27.500000000000004,23.452754703,4.0472452970000035,Running Back,Starter
9,Christian McCaffrey,Running Back,The_Chief,2,37.6,25.546814275000003,12.053185724999999,Running Back,Starter
10,Christian McCaffrey,Running Back,The_Chief,2,26.1,25.371369136000002,0.7286308639999994,Running Back,Starter
11,Christian McCaffrey,Running Back,The_Chief,2,30.1,27.152375328000005,2.9476246719999963,Running Back,Starter
12,Christian McCaffrey,Running Back,The_Chief,2,34.3,23.766236577999994,10.533763422000003,Running Back,Starter
13,Christian McCaffrey,Running Back,The_Chief,2,17.200000000000003,28.110525098,-10.910525097999997,Running Back,Starter
9,Colts D/ST,Defense,NA,NA,9,4.95580655,4.04419345,NA,Starter
10,Colts D/ST,Defense,The OBJective_Functions,16,10,9.975382668,0.024617332000000047,Defense,Starter
12,Colts D/ST,Defense,NA,NA,2,5.6792748589999995,-3.6792748589999995,NA,Starter
13,Colts D/ST,Defense,Dallas_The boys,16,11,6.420354583,4.579645417,Defense,Starter
1,Cooper Kupp,Wide Receiver,Palindrome_Tikkit,23,11.600000000000001,12.589364008,-0.989364007999999,Flex,Starter
2,Cooper Kupp,Wide Receiver,Palindrome_Tikkit,20,17.6,13.1845168129,4.415483187100001,Bench,Bench
3,Cooper Kupp,Wide Receiver,Palindrome_Tikkit,4,33.1,13.885278587200002,19.2147214128,Wide Receiver,Starter
4,Cooper Kupp,Wide Receiver,Palindrome_Tikkit,4,26.900000000000002,16.0331538694,10.866846130600003,Wide Receiver,Starter
5,Cooper Kupp,Wide Receiver,Palindrome_Tikkit,4,26.700000000000003,16.634541956600003,10.0654580434,Wide Receiver,Starter
6,Cooper Kupp,Wide Receiver,Palindrome_Tikkit,4,5.7,17.829262496000002,-12.129262496000003,Wide Receiver,Starter
7,Cooper Kupp,Wide Receiver,Palindrome_Tikkit,4,11,17.342746409100002,-6.342746409100002,Wide Receiver,Starter
8,Cooper Kupp,Wide Receiver,Palindrome_Tikkit,4,35,14.634712890799998,20.365287109200004,Wide Receiver,Starter
9,Cooper Kupp,Wide Receiver,Palindrome_Tikkit,20,NA,0,NA,Bench,Bench
10,Cooper Kupp,Wide Receiver,Palindrome_Tikkit,4,0,17.733376638299998,-17.733376638299998,Wide Receiver,Starter
11,Cooper Kupp,Wide Receiver,Palindrome_Tikkit,4,8.3,15.259361617200002,-6.959361617200001,Wide Receiver,Starter
12,Cooper Kupp,Wide Receiver,Palindrome_Tikkit,4,9.5,13.430554457900001,-3.9305544579000014,Wide Receiver,Starter
13,Cooper Kupp,Wide Receiver,Palindrome_Tikkit,4,18.5,14.7713647477,3.7286352523,Wide Receiver,Starter
1,Corey Davis,Wide Receiver,The OBJective_Functions,20,0,10.1896204169,-10.1896204169,Bench,Bench
2,Corey Davis,Wide Receiver,The OBJective_Functions,20,6.800000000000001,7.9557000871,-1.1557000870999996,Bench,Bench
1,Courtland Sutton,Wide Receiver,Palindrome_Tikkit,20,19,10.270137750000002,8.729862249999998,Bench,Bench
2,Courtland Sutton,Wide Receiver,Palindrome_Tikkit,20,8,11.364838339,-3.3648383390000003,Bench,Bench
3,Courtland Sutton,Wide Receiver,Palindrome_Tikkit,20,13.700000000000001,11.024338202000001,2.675661798,Bench,Bench
4,Courtland Sutton,Wide Receiver,NA,NA,24.2,11.386996545999999,12.813003454,NA,Starter
5,Courtland Sutton,Wide Receiver,The OBJective_Functions,20,19.200000000000003,11.601616265,7.598383735000002,Bench,Bench
6,Courtland Sutton,Wide Receiver,The OBJective_Functions,20,11.600000000000001,13.050555005,-1.4505550049999982,Bench,Bench
7,Courtland Sutton,Wide Receiver,The OBJective_Functions,4,14.700000000000001,14.436739957,0.2632600430000007,Wide Receiver,Starter
8,Courtland Sutton,Wide Receiver,The OBJective_Functions,4,10.2,13.456929732,-3.2569297320000015,Wide Receiver,Starter
9,Courtland Sutton,Wide Receiver,NA,NA,17.3,11.766285159,5.533714841,NA,Starter
10,Courtland Sutton,Wide Receiver,The_Chief,20,NA,0,NA,Bench,Bench
11,Courtland Sutton,Wide Receiver,The_Chief,23,18.82,13.591476842300002,5.228523157699998,Flex,Starter
12,Courtland Sutton,Wide Receiver,The_Chief,4,3.7,12.9271078288,-9.227107828800001,Wide Receiver,Starter
13,Courtland Sutton,Wide Receiver,The_Chief,4,23.4,12.971813166699999,10.4281868333,Wide Receiver,Starter
2,Cowboys D/ST,Defense,NA,NA,3,6.738624553,-3.738624553,NA,Starter
3,Cowboys D/ST,Defense,The_Chief,16,11,8.32950463,2.6704953699999994,Defense,Starter
5,Cowboys D/ST,Defense,NA,NA,1,4.769205599999999,-3.7692055999999994,NA,Starter
6,Cowboys D/ST,Defense,Dallas_The boys,16,3,7.41136062,-4.41136062,Defense,Starter
9,Cowboys D/ST,Defense,Philly_Chapmaniacs,16,19,8.50893589,10.49106411,Defense,Starter
12,Cowboys D/ST,Defense,NA,NA,7,5.27791717,1.7220828299999997,NA,Starter
13,Cowboys D/ST,Defense,Team_Ward,16,3,6.981287047,-3.9812870470000004,Defense,Starter
1,Curtis Samuel,Wide Receiver,Compute _This!,20,6.2,10.2443867125,-4.044386712500001,Bench,Bench
2,Curtis Samuel,Wide Receiver,Compute _This!,20,14.3,10.281994514100003,4.018005485899998,Bench,Bench
3,Curtis Samuel,Wide Receiver,Compute _This!,20,16.3,11.0011182381,5.298881761900001,Bench,Bench
4,Curtis Samuel,Wide Receiver,Compute _This!,20,6.300000000000001,12.192543393300001,-5.8925433933,Bench,Bench
8,Curtis Samuel,Wide Receiver,NA,NA,8.600000000000001,11.282033522700003,-2.682033522700001,NA,Starter
9,Curtis Samuel,Wide Receiver,The_Plainsmen,4,16.4,11.8333587966,4.566641203399998,Wide Receiver,Starter
10,Curtis Samuel,Wide Receiver,The_Plainsmen,4,13.5,12.3758246557,1.1241753442999993,Wide Receiver,Starter
11,Curtis Samuel,Wide Receiver,The_Plainsmen,4,6.5,12.738764558,-6.238764558,Wide Receiver,Starter
12,Curtis Samuel,Wide Receiver,The_Plainsmen,4,5.9,12.2224248614,-6.3224248614,Wide Receiver,Starter
13,Curtis Samuel,Wide Receiver,The_Plainsmen,4,16.5,10.8958595869,5.6041404131,Wide Receiver,Starter
1,Dak Prescott,Quarterback,'R'm Chair_Quarterback,0,33.4,21.222477131,12.177522868999997,Quarterback,Starter
2,Dak Prescott,Quarterback,'R'm Chair_Quarterback,20,27.659999999999997,19.462384585000002,8.197615414999994,Bench,Bench
3,Dak Prescott,Quarterback,'R'm Chair_Quarterback,20,22.54,21.839718853,0.7002811469999983,Bench,Bench
4,Dak Prescott,Quarterback,'R'm Chair_Quarterback,20,7.62,19.27142242,-11.65142242,Bench,Bench
5,Dak Prescott,Quarterback,'R'm Chair_Quarterback,20,23.22,19.469484897,3.750515102999998,Bench,Bench
6,Dak Prescott,Quarterback,'R'm Chair_Quarterback,20,18.22,18.414093088,-0.19409308800000247,Bench,Bench
7,Dak Prescott,Quarterback,'R'm Chair_Quarterback,20,20.560000000000002,19.420724786,1.1392752140000013,Bench,Bench
8,Dak Prescott,Quarterback,'R'm Chair_Quarterback,20,NA,0,NA,Bench,Bench
9,Dak Prescott,Quarterback,'R'm Chair_Quarterback,0,21.479999999999997,19.050827388,2.4291726119999986,Quarterback,Starter
10,Dak Prescott,Quarterback,'R'm Chair_Quarterback,20,25.880000000000003,17.694808497999997,8.185191502000006,Bench,Bench
11,Dak Prescott,Quarterback,'R'm Chair_Quarterback,20,31.560000000000002,19.513428704,12.046571296000003,Bench,Bench
12,Dak Prescott,Quarterback,'R'm Chair_Quarterback,20,6.880000000000001,16.706806196000002,-9.826806196000001,Bench,Bench
13,Dak Prescott,Quarterback,'R'm Chair_Quarterback,20,22.700000000000003,18.625841991,4.074158009000001,Bench,Bench
6,Dallas Goedert,Tight End,NA,NA,9.8,5.790134309,4.009865691000001,NA,Starter
7,Dallas Goedert,Tight End,Philly_Chapmaniacs,6,14.9,7.803412390000001,7.096587609999999,Tight End,Starter
8,Dallas Goedert,Tight End,Philly_Chapmaniacs,6,11.2,8.199778743000001,3.000221256999998,Tight End,Starter
9,Dallas Goedert,Tight End,Philly_Chapmaniacs,20,7.9,7.662488308,0.237511692,Bench,Bench
10,Dallas Goedert,Tight End,Philly_Chapmaniacs,20,NA,0,NA,Bench,Bench
11,Dallas Goedert,Tight End,Philly_Chapmaniacs,20,12.6,8.323871632000001,4.276128367999998,Bench,Bench
12,Dallas Goedert,Tight End,Philly_Chapmaniacs,6,8.2,8.592355273,-0.3923552730000015,Tight End,Starter
13,Dallas Goedert,Tight End,Philly_Chapmaniacs,6,12.600000000000001,8.031871365,4.568128635000001,Tight End,Starter
1,Dalvin Cook,Running Back,Dallas_The boys,2,26,16.58289751,9.417102490000001,Running Back,Starter
2,Dalvin Cook,Running Back,Dallas_The boys,2,28.099999999999998,15.903669794999999,12.196330204999999,Running Back,Starter
3,Dalvin Cook,Running Back,Dallas_The boys,2,24.3,18.792107404,5.507892596000001,Running Back,Starter
4,Dalvin Cook,Running Back,Dallas_The boys,2,19,18.389983535,0.6100164650000011,Running Back,Starter
5,Dalvin Cook,Running Back,Dallas_The boys,2,25.800000000000004,21.999904619,3.8000953810000055,Running Back,Starter
6,Dalvin Cook,Running Back,Dallas_The boys,2,13.400000000000002,21.914456809999997,-8.514456809999995,Running Back,Starter
7,Dalvin Cook,Running Back,Dallas_The boys,2,27.900000000000002,20.614909784,7.285090216,Running Back,Starter
8,Dalvin Cook,Running Back,Dallas_The boys,2,28.1,23.597939267,4.502060733,Running Back,Starter
9,Dalvin Cook,Running Back,Dallas_The boys,2,15.600000000000001,22.487982218000003,-6.887982218000001,Running Back,Starter
10,Dalvin Cook,Running Back,Dallas_The boys,2,31.300000000000004,20.611298537,10.688701463000005,Running Back,Starter
11,Dalvin Cook,Running Back,Dallas_The boys,2,16.7,23.008600751,-6.308600751,Running Back,Starter
12,Dalvin Cook,Running Back,Dallas_The boys,20,NA,0,NA,Bench,Bench
13,Dalvin Cook,Running Back,Dallas_The boys,2,13.4,21.186725047,-7.786725046999999,Running Back,Starter
0,Damien Williams,Running Back,NA,NA,NA,0,NA,NA,Starter
1,Damien Williams,Running Back,'R'm Chair_Quarterback,20,18.5,12.186201061999999,6.3137989380000015,Bench,Bench
2,Damien Williams,Running Back,'R'm Chair_Quarterback,2,8.600000000000001,13.885573442000002,-5.2855734420000005,Running Back,Starter
3,Damien Williams,Running Back,'R'm Chair_Quarterback,21,0,0,0,IR,Bench
4,Damien Williams,Running Back,'R'm Chair_Quarterback,21,0,0,0,IR,Bench
5,Damien Williams,Running Back,'R'm Chair_Quarterback,21,6.800000000000001,13.422820627000002,-6.622820627000001,IR,Bench
6,Damien Williams,Running Back,'R'm Chair_Quarterback,2,9,16.261948563,-7.261948563000001,Running Back,Starter
7,Damien Williams,Running Back,'R'm Chair_Quarterback,2,2.6,8.418428989,-5.818428989000001,Running Back,Starter
9,Damien Williams,Running Back,NA,NA,20.8,7.904715975000001,12.895284024999999,NA,Starter
10,Damien Williams,Running Back,Dallas_The boys,20,13.899999999999999,14.015949896,-0.11594989600000183,Bench,Bench
11,Damien Williams,Running Back,Dallas_The boys,2,2.3000000000000003,13.967568510000001,-11.66756851,Running Back,Starter
12,Damien Williams,Running Back,Dallas_The boys,20,NA,0,NA,Bench,Bench
13,Damien Williams,Running Back,Dallas_The boys,20,0,0,0,Bench,Bench
