scoringPeriodId,Player,Position,Team,playerrosterslot,Actual,Predicted,ActualMinusPredicted,SlottedPosition,Starter
8,David Montgomery,Running Back,Analysis_Paralysis,23,24.7,11.430189852000003,13.269810147999996,Flex,Starter
9,David Montgomery,Running Back,Analysis_Paralysis,23,22.6,11.674943945999999,10.925056054000002,Flex,Starter
10,David Montgomery,Running Back,Analysis_Paralysis,23,6,17.035543215,-11.035543215,Flex,Starter
11,David Montgomery,Running Back,Analysis_Paralysis,23,6,12.318755735,-6.318755735,Flex,Starter
12,David Montgomery,Running Back,Analysis_Paralysis,23,5.1000000000000005,12.891120552,-7.791120552,Flex,Starter
13,David Montgomery,Running Back,Analysis_Paralysis,23,16.7,11.749810345,4.950189654999999,Flex,Starter
1,David Njoku,Tight End,Philly_Chapmaniacs,6,13.7,8.833058005,4.8669419949999995,Tight End,Starter
2,David Njoku,Tight End,Philly_Chapmaniacs,6,0,9.412032376,-9.412032376,Tight End,Starter
3,David Njoku,Tight End,Philly_Chapmaniacs,20,0,0,0,Bench,Bench
1,DeAndre Hopkins,Wide Receiver,Philly_Chapmaniacs,4,31.1,19.708130214,11.391869786000001,Wide Receiver,Starter
2,DeAndre Hopkins,Wide Receiver,Philly_Chapmaniacs,4,9,15.97145123,-6.9714512299999996,Wide Receiver,Starter
3,DeAndre Hopkins,Wide Receiver,Philly_Chapmaniacs,4,12.7,17.10299533,-4.4029953299999995,Wide Receiver,Starter
4,DeAndre Hopkins,Wide Receiver,Philly_Chapmaniacs,4,7.1000000000000005,17.697589223,-10.597589223,Wide Receiver,Starter
5,DeAndre Hopkins,Wide Receiver,Philly_Chapmaniacs,4,15.8,16.668051940999998,-0.8680519409999974,Wide Receiver,Starter
6,DeAndre Hopkins,Wide Receiver,Philly_Chapmaniacs,4,16.5,17.355754106,-0.8557541059999991,Wide Receiver,Starter
7,DeAndre Hopkins,Wide Receiver,Philly_Chapmaniacs,4,25.6,15.988541227,9.611458773,Wide Receiver,Starter
8,DeAndre Hopkins,Wide Receiver,Philly_Chapmaniacs,4,21.9,17.558857155000002,4.341142844999997,Wide Receiver,Starter
9,DeAndre Hopkins,Wide Receiver,Philly_Chapmaniacs,4,19.4,19.040457526999997,0.3595424730000012,Wide Receiver,Starter
10,DeAndre Hopkins,Wide Receiver,Philly_Chapmaniacs,20,NA,0,NA,Bench,Bench
11,DeAndre Hopkins,Wide Receiver,Philly_Chapmaniacs,4,15,20.263168837000002,-5.263168837000002,Wide Receiver,Starter
12,DeAndre Hopkins,Wide Receiver,Philly_Chapmaniacs,4,27.4,17.051195171000003,10.348804828999995,Wide Receiver,Starter
13,DeAndre Hopkins,Wide Receiver,Philly_Chapmaniacs,23,15.64,16.239358110999998,-0.5993581109999973,Flex,Starter
1,Dede Westbrook,Wide Receiver,The_Chief,20,14.2,12.533759862999998,1.6662401370000008,Bench,Bench
2,Dede Westbrook,Wide Receiver,The_Chief,20,1.3,10.8116786765,-9.511678676499999,Bench,Bench
3,Dede Westbrook,Wide Receiver,The_Chief,20,10,9.575012641299999,0.42498735870000104,Bench,Bench
4,Dede Westbrook,Wide Receiver,The_Chief,20,11.600000000000001,10.595776188700002,1.0042238112999993,Bench,Bench
5,Dede Westbrook,Wide Receiver,The_Chief,20,15.200000000000001,9.803544135200001,5.3964558648,Bench,Bench
6,Dede Westbrook,Wide Receiver,The_Chief,20,8.3,11.537848189599998,-3.2378481895999975,Bench,Bench
7,Dede Westbrook,Wide Receiver,The_Chief,23,17.700000000000003,11.938557877800001,5.761442122200002,Flex,Starter
8,Dede Westbrook,Wide Receiver,The_Chief,23,0,11.971906172800002,-11.971906172800002,Flex,Starter
9,Dede Westbrook,Wide Receiver,The_Chief,20,0,0,0,Bench,Bench
10,Deebo Samuel,Wide Receiver,NA,NA,19.200000000000003,8.7370863547,10.462913645300002,NA,Starter
11,Deebo Samuel,Wide Receiver,The OBJective_Functions,20,21.4,10.3983011445,11.001698855499999,Bench,Bench
12,Deebo Samuel,Wide Receiver,The OBJective_Functions,20,13,10.705863544300001,2.2941364556999986,Bench,Bench
13,Deebo Samuel,Wide Receiver,The OBJective_Functions,20,14.100000000000001,10.647289127499999,3.4527108725000026,Bench,Bench
1,Delanie Walker,Tight End,Compute _This!,20,22.5,9.348344113,13.151655887,Bench,Bench
2,Delanie Walker,Tight End,Compute _This!,6,7.9,9.126807917999999,-1.2268079179999987,Tight End,Starter
3,Delanie Walker,Tight End,Compute _This!,20,13.4,9.664207272,3.735792728,Bench,Bench
4,Delanie Walker,Tight End,Compute _This!,20,1.4,12.155586577000001,-10.755586577,Bench,Bench
5,Delanie Walker,Tight End,Compute _This!,20,2,10.36554894,-8.36554894,Bench,Bench
6,Delanie Walker,Tight End,Compute _This!,6,7.3,8.445636536,-1.1456365360000005,Tight End,Starter
7,Delanie Walker,Tight End,Compute _This!,20,0,9.884574232999999,-9.884574232999999,Bench,Bench
8,Delanie Walker,Tight End,Compute _This!,20,0,0,0,Bench,Bench
9,Delanie Walker,Tight End,Compute _This!,20,0,0,0,Bench,Bench
10,Delanie Walker,Tight End,Compute _This!,20,0,0,0,Bench,Bench
11,Delanie Walker,Tight End,Compute _This!,20,NA,0,NA,Bench,Bench
12,Delanie Walker,Tight End,Compute _This!,20,0,0,0,Bench,Bench
2,Demarcus Robinson,Wide Receiver,NA,NA,35.2,7.690941239,27.509058761000002,NA,Starter
3,Demarcus Robinson,Wide Receiver,The_Chief,23,13.3,11.278138568000001,2.0218614319999997,Flex,Starter
4,Demarcus Robinson,Wide Receiver,The_Chief,23,7.5,11.444933026000001,-3.944933026000001,Flex,Starter
5,Demarcus Robinson,Wide Receiver,The_Chief,20,6.1,10.563811109999998,-4.463811109999998,Bench,Bench
6,Demarcus Robinson,Wide Receiver,The_Chief,20,0,9.690736742999999,-9.690736742999999,Bench,Bench
7,Demarcus Robinson,Wide Receiver,The_Chief,20,6.1,8.721407746000002,-2.6214077460000027,Bench,Bench
10,Derek Carr,Quarterback,NA,NA,13.120000000000001,15.6206890875,-2.5006890874999996,NA,Starter
11,Derek Carr,Quarterback,Dallas_The boys,0,19.78,16.496098032600003,3.2839019673999985,Quarterback,Starter
12,Derek Carr,Quarterback,Dallas_The boys,0,4.18,15.679224383400001,-11.499224383400001,Quarterback,Starter
13,Derek Carr,Quarterback,Dallas_The boys,20,9.58,14.681471331300001,-5.101471331300001,Bench,Bench
1,Derrick Henry,Running Back,Team_Ward,23,28.9,13.800856158999999,15.099143841,Flex,Starter
2,Derrick Henry,Running Back,Team_Ward,2,17.400000000000002,15.319959148000002,2.0800408519999998,Running Back,Starter
3,Derrick Henry,Running Back,Team_Ward,2,11.6,14.097339000000002,-2.497339000000002,Running Back,Starter
4,Derrick Henry,Running Back,Team_Ward,2,11.8,14.846337581999999,-3.046337581999998,Running Back,Starter
5,Derrick Henry,Running Back,Team_Ward,2,13.8,16.012205703,-2.2122057029999986,Running Back,Starter
6,Derrick Henry,Running Back,Team_Ward,2,4.300000000000001,14.768094366,-10.468094365999999,Running Back,Starter
7,Derrick Henry,Running Back,Team_Ward,2,17.8,16.096474305000005,1.7035256949999962,Running Back,Starter
8,Derrick Henry,Running Back,Team_Ward,2,7.3,16.113314553000002,-8.813314553000001,Running Back,Starter
9,Derrick Henry,Running Back,Team_Ward,2,24.900000000000002,15.231765322000001,9.668234678000001,Running Back,Starter
10,Derrick Henry,Running Back,Team_Ward,2,33.099999999999994,15.416716661,17.683283338999992,Running Back,Starter
11,Derrick Henry,Running Back,Team_Ward,20,NA,0,NA,Bench,Bench
12,Derrick Henry,Running Back,Team_Ward,2,28.5,19.007820359,9.492179641,Running Back,Starter
13,Derrick Henry,Running Back,Team_Ward,2,23.599999999999998,16.267017426,7.332982573999999,Running Back,Starter
1,Derrius Guice,Running Back,'R'm Chair_Quarterback,20,6.8,12.716159191,-5.916159190999999,Bench,Bench
1,DeSean Jackson,Wide Receiver,NA,NA,35.4,8.872713483699998,26.527286516300002,NA,Starter
2,DeSean Jackson,Wide Receiver,Compute _This!,20,0,11.716223531100002,-11.716223531100002,Bench,Bench
3,DeSean Jackson,Wide Receiver,Compute _This!,20,0,0,0,Bench,Bench
4,DeSean Jackson,Wide Receiver,Compute _This!,20,0,0,0,Bench,Bench
5,DeSean Jackson,Wide Receiver,Compute _This!,20,0,0,0,Bench,Bench
6,DeSean Jackson,Wide Receiver,Compute _This!,20,0,0,0,Bench,Bench
1,Deshaun Watson,Quarterback,Philly_Chapmaniacs,0,30.72,21.472903705999997,9.247096294000002,Quarterback,Starter
2,Deshaun Watson,Quarterback,Philly_Chapmaniacs,0,12.86,18.676715675,-5.816715675000001,Quarterback,Starter
3,Deshaun Watson,Quarterback,Philly_Chapmaniacs,0,25.840000000000003,19.000351301000002,6.839648699000001,Quarterback,Starter
4,Deshaun Watson,Quarterback,Philly_Chapmaniacs,20,11.600000000000001,21.299877572,-9.699877571999998,Bench,Bench
5,Deshaun Watson,Quarterback,Philly_Chapmaniacs,0,41.739999999999995,20.235981388,21.504018611999996,Quarterback,Starter
6,Deshaun Watson,Quarterback,Philly_Chapmaniacs,0,29.4,21.473120877,7.926879122999999,Quarterback,Starter
7,Deshaun Watson,Quarterback,Philly_Chapmaniacs,0,15.52,20.949458448,-5.429458448000002,Quarterback,Starter
8,Deshaun Watson,Quarterback,Philly_Chapmaniacs,0,27.76,22.330726694,5.4292733060000025,Quarterback,Starter
9,Deshaun Watson,Quarterback,Philly_Chapmaniacs,0,19.740000000000002,21.053230522,-1.3132305219999978,Quarterback,Starter
10,Deshaun Watson,Quarterback,Philly_Chapmaniacs,20,NA,0,NA,Bench,Bench
11,Deshaun Watson,Quarterback,Philly_Chapmaniacs,0,3.96,20.545687456000003,-16.585687456000002,Quarterback,Starter
12,Deshaun Watson,Quarterback,Philly_Chapmaniacs,0,18.92,20.414622555,-1.4946225549999994,Quarterback,Starter
13,Deshaun Watson,Quarterback,Philly_Chapmaniacs,20,28.86,16.66951363,12.190486369999999,Bench,Bench
11,DeVante Parker,Wide Receiver,NA,NA,20.5,10.60940893,9.89059107,NA,Starter
12,DeVante Parker,Wide Receiver,The OBJective_Functions,4,15.1,12.852428929,2.2475710709999994,Wide Receiver,Starter
13,DeVante Parker,Wide Receiver,The OBJective_Functions,20,34.9,12.902069412000001,21.997930587999996,Bench,Bench
1,Devin Singletary,Running Back,The OBJective_Functions,20,14.8,10.116021825,4.683978175,Bench,Bench
2,Devin Singletary,Running Back,The OBJective_Functions,20,11.7,10.868804861,0.8311951390000001,Bench,Bench
3,Devin Singletary,Running Back,The OBJective_Functions,20,0,0,0,Bench,Bench
9,Devin Singletary,Running Back,NA,NA,23,9.568780602,13.431219398,NA,Starter
10,Devin Singletary,Running Back,'R'm Chair_Quarterback,2,8,13.061541578,-5.061541578,Running Back,Starter
11,Devin Singletary,Running Back,'R'm Chair_Quarterback,2,8.9,13.669992531000002,-4.7699925310000015,Running Back,Starter
12,Devin Singletary,Running Back,'R'm Chair_Quarterback,2,12.400000000000002,11.991063741000001,0.40893625900000075,Running Back,Starter
13,Devin Singletary,Running Back,'R'm Chair_Quarterback,20,19.1,12.276505144000001,6.823494856,Bench,Bench
1,Devonta Freeman,Running Back,The OBJective_Functions,2,4.1000000000000005,14.335962946,-10.235962946,Running Back,Starter
2,Devonta Freeman,Running Back,The OBJective_Functions,20,9.4,15.768509144999998,-6.368509144999997,Bench,Bench
3,Devonta Freeman,Running Back,The OBJective_Functions,2,12.5,13.502430682,-1.002430682,Running Back,Starter
4,Devonta Freeman,Running Back,The OBJective_Functions,20,18,13.585218420000002,4.414781579999998,Bench,Bench
5,Devonta Freeman,Running Back,The OBJective_Functions,20,18,13.394698732999998,4.6053012670000015,Bench,Bench
6,Devonta Freeman,Running Back,The OBJective_Functions,20,26.8,15.424474269,11.375525731000002,Bench,Bench
7,Devonta Freeman,Running Back,The OBJective_Functions,23,4.5,15.841970950000002,-11.341970950000002,Flex,Starter
8,Devonta Freeman,Running Back,The OBJective_Functions,2,16.200000000000003,15.015727299999998,1.1842727000000046,Running Back,Starter
9,Devonta Freeman,Running Back,The OBJective_Functions,20,NA,0,NA,Bench,Bench
10,Devonta Freeman,Running Back,The OBJective_Functions,20,7.800000000000001,13.651134019,-5.851134019,Bench,Bench
11,Devonta Freeman,Running Back,The OBJective_Functions,20,0,0,0,Bench,Bench
12,Devonta Freeman,Running Back,The OBJective_Functions,20,0,0,0,Bench,Bench
13,Devonta Freeman,Running Back,The OBJective_Functions,2,10.400000000000002,14.564095617,-4.164095616999997,Running Back,Starter
4,DJ Chark Jr.,Wide Receiver,NA,NA,8.4,11.433522014000001,-3.0335220140000008,NA,Starter
5,DJ Chark Jr.,Wide Receiver,Compute _This!,20,36.400000000000006,11.441743353,24.958256647000006,Bench,Bench
6,DJ Chark Jr.,Wide Receiver,Compute _This!,4,7.3,13.514178647000001,-6.2141786470000016,Wide Receiver,Starter
7,DJ Chark Jr.,Wide Receiver,Compute _This!,4,10.3,14.059954172,-3.7599541719999987,Wide Receiver,Starter
8,DJ Chark Jr.,Wide Receiver,Compute _This!,4,19.9,12.7690007158,7.130999284199998,Wide Receiver,Starter
9,DJ Chark Jr.,Wide Receiver,Compute _This!,4,7.2,14.888331155500001,-7.688331155500001,Wide Receiver,Starter
10,DJ Chark Jr.,Wide Receiver,Compute _This!,20,NA,0,NA,Bench,Bench
11,DJ Chark Jr.,Wide Receiver,Compute _This!,4,30.4,14.1736168098,16.226383190199996,Wide Receiver,Starter
12,DJ Chark Jr.,Wide Receiver,Compute _This!,4,10.8,16.2657032766,-5.465703276599999,Wide Receiver,Starter
13,DJ Chark Jr.,Wide Receiver,Compute _This!,4,6.7,16.4680643468,-9.7680643468,Wide Receiver,Starter
1,DJ Moore,Wide Receiver,Dallas_The boys,23,12.600000000000001,13.0054759258,-0.40547592579999936,Flex,Starter
2,DJ Moore,Wide Receiver,Dallas_The boys,20,17.9,13.0508605373,4.849139462699998,Bench,Bench
3,DJ Moore,Wide Receiver,Dallas_The boys,20,13.399999999999999,12.8197601028,0.5802398971999985,Bench,Bench
4,DJ Moore,Wide Receiver,Dallas_The boys,20,7.4,13.490441110799999,-6.090441110799999,Bench,Bench
5,DJ Moore,Wide Receiver,Dallas_The boys,4,15.1,12.1987928055,2.9012071944999995,Wide Receiver,Starter
6,DJ Moore,Wide Receiver,Dallas_The boys,4,15.600000000000001,14.0679183247,1.5320816753000006,Wide Receiver,Starter
7,DJ Moore,Wide Receiver,Dallas_The boys,20,NA,0,NA,Bench,Bench
8,DJ Moore,Wide Receiver,Dallas_The boys,23,8.8,12.5582722581,-3.7582722581,Flex,Starter
9,DJ Moore,Wide Receiver,Dallas_The boys,23,17.1,12.790052948600001,4.3099470514,Flex,Starter
10,DJ Moore,Wide Receiver,Dallas_The boys,4,21,14.165096075700001,6.834903924299999,Wide Receiver,Starter
11,DJ Moore,Wide Receiver,Dallas_The boys,4,17.5,14.445582200099999,3.0544177999000013,Wide Receiver,Starter
12,DJ Moore,Wide Receiver,Dallas_The boys,4,31.400000000000002,16.0951945188,15.304805481200003,Wide Receiver,Starter
13,DJ Moore,Wide Receiver,Dallas_The boys,4,19.2,15.482297271300002,3.7177027286999973,Wide Receiver,Starter
10,DK Metcalf,Wide Receiver,NA,NA,11,11.430989207800001,-0.4309892078000015,NA,Starter
11,DK Metcalf,Wide Receiver,Compute _This!,20,NA,0,NA,Bench,Bench
12,DK Metcalf,Wide Receiver,Compute _This!,4,6.5,12.721991174800003,-6.221991174800003,Wide Receiver,Starter
13,DK Metcalf,Wide Receiver,Compute _This!,20,11.5,12.460458217800001,-0.9604582178000012,Bench,Bench
1,Donte Moncrief,Wide Receiver,The_Plainsmen,20,3.7,9.860879987999999,-6.160879987999999,Bench,Bench
2,Donte Moncrief,Wide Receiver,The_Plainsmen,20,0,8.933334721000001,-8.933334721000001,Bench,Bench
3,Donte Moncrief,Wide Receiver,The_Plainsmen,20,0,0,0,Bench,Bench
1,Drew Brees,Quarterback,The_Chief,0,20.8,18.527284889700002,2.2727151102999983,Quarterback,Starter
2,Drew Brees,Quarterback,The_Chief,20,-0.48,17.0164522983,-17.4964522983,Bench,Bench
3,Drew Brees,Quarterback,The_Chief,21,0,0,0,IR,Bench
4,Drew Brees,Quarterback,The_Chief,21,0,0,0,IR,Bench
5,Drew Brees,Quarterback,The_Chief,21,0,0,0,IR,Bench
6,Drew Brees,Quarterback,The_Chief,21,0,0,0,IR,Bench
7,Drew Brees,Quarterback,The_Chief,21,0,0,0,IR,Bench
8,Drew Brees,Quarterback,The_Chief,20,24.92,18.965964491900003,5.954035508099999,Bench,Bench
9,Drew Brees,Quarterback,The_Chief,20,NA,0,NA,Bench,Bench
10,Drew Brees,Quarterback,The_Chief,0,11.48,20.0395789741,-8.559578974099999,Quarterback,Starter
11,Drew Brees,Quarterback,The_Chief,0,21.12,18.795910071199998,2.324089928800003,Quarterback,Starter
12,Drew Brees,Quarterback,The_Chief,0,22.439999999999998,18.9145989576,3.5254010423999986,Quarterback,Starter
13,Drew Brees,Quarterback,The_Chief,0,11.26,18.7940857488,-7.534085748800001,Quarterback,Starter
1,Duke Johnson,Running Back,Palindrome_Tikkit,20,13,12.313012123,0.686987877,Bench,Bench
2,Duke Johnson,Running Back,Palindrome_Tikkit,20,3.1,11.755089366,-8.655089366,Bench,Bench
3,Duke Johnson,Running Back,Palindrome_Tikkit,20,4.4,10.334335258,-5.934335257999999,Bench,Bench
1,Eagles D/ST,Defense,Philly_Chapmaniacs,16,0,7.107981258,-7.107981258,Defense,Starter
4,Eagles D/ST,Defense,NA,NA,0,5.363334297,-5.363334297,NA,Starter
5,Eagles D/ST,Defense,Philly_Chapmaniacs,16,35,10.390664159,24.609335841,Defense,Starter
12,Eagles D/ST,Defense,NA,NA,11,4.882926686999999,6.117073313000001,NA,Starter
13,Eagles D/ST,Defense,Compute _This!,16,-1,7.578931444,-8.578931444,Defense,Starter
1,Emmanuel Sanders,Wide Receiver,Philly_Chapmaniacs,20,19.6,11.967789206199997,7.632210793800004,Bench,Bench
2,Emmanuel Sanders,Wide Receiver,Philly_Chapmaniacs,20,28.8,10.6670846403,18.1329153597,Bench,Bench
3,Emmanuel Sanders,Wide Receiver,Philly_Chapmaniacs,20,3,13.082233647699999,-10.082233647699999,Bench,Bench
4,Emmanuel Sanders,Wide Receiver,Philly_Chapmaniacs,20,15.4,11.0228435378,4.3771564622,Bench,Bench
5,Emmanuel Sanders,Wide Receiver,Philly_Chapmaniacs,20,1.9,12.6794697394,-10.7794697394,Bench,Bench
6,Emmanuel Sanders,Wide Receiver,Philly_Chapmaniacs,20,1,10.989208998000002,-9.989208998000002,Bench,Bench
7,Emmanuel Sanders,Wide Receiver,Philly_Chapmaniacs,20,11,11.562106355000001,-0.562106355000001,Bench,Bench
8,Emmanuel Sanders,Wide Receiver,Philly_Chapmaniacs,20,12.5,11.438703499999999,1.061296500000001,Bench,Bench
9,Emmanuel Sanders,Wide Receiver,Philly_Chapmaniacs,20,24.200000000000003,11.717901222000002,12.482098778000001,Bench,Bench
10,Emmanuel Sanders,Wide Receiver,Philly_Chapmaniacs,4,4.4,12.826301081,-8.426301081,Wide Receiver,Starter
11,Emmanuel Sanders,Wide Receiver,Philly_Chapmaniacs,20,6.300000000000001,10.87612514,-4.5761251399999985,Bench,Bench
12,Emmanuel Sanders,Wide Receiver,Philly_Chapmaniacs,20,2.5,11.823528757,-9.323528757,Bench,Bench
13,Emmanuel Sanders,Wide Receiver,Philly_Chapmaniacs,20,8.100000000000001,12.287218322000001,-4.187218322,Bench,Bench
1,Evan Engram,Tight End,Analysis_Paralysis,6,28.6,11.9676820396,16.6323179604,Tight End,Starter
2,Evan Engram,Tight End,Analysis_Paralysis,6,10.8,12.629873858500002,-1.829873858500001,Tight End,Starter
3,Evan Engram,Tight End,Analysis_Paralysis,6,23.3,11.9768892287,11.323110771300001,Tight End,Starter
4,Evan Engram,Tight End,Analysis_Paralysis,6,9.4,13.7044827207,-4.304482720699999,Tight End,Starter
5,Evan Engram,Tight End,Analysis_Paralysis,6,10.7,14.404412066699999,-3.7044120667,Tight End,Starter
6,Evan Engram,Tight End,Analysis_Paralysis,20,0,0,0,Bench,Bench
7,Evan Engram,Tight End,Analysis_Paralysis,20,1.6,15.423884292199999,-13.823884292199999,Bench,Bench
8,Evan Engram,Tight End,Analysis_Paralysis,6,14,13.511861349400002,0.48813865059999806,Tight End,Starter
9,Evan Engram,Tight End,Analysis_Paralysis,6,11,12.335868399099999,-1.3358683990999989,Tight End,Starter
10,Evan Engram,Tight End,NA,NA,0,0,0,NA,Starter
11,Evan Engram,Tight End,'R'm Chair_Quarterback,20,NA,0,NA,Bench,Bench
12,Evan Engram,Tight End,'R'm Chair_Quarterback,20,0,0,0,Bench,Bench
13,Evan Engram,Tight End,'R'm Chair_Quarterback,21,0,0,0,IR,Bench
1,Ezekiel Elliott,Running Back,Compute _This!,2,13.3,21.358941569,-8.058941568999998,Running Back,Starter
2,Ezekiel Elliott,Running Back,Compute _This!,2,20,21.697060164000003,-1.6970601640000034,Running Back,Starter
3,Ezekiel Elliott,Running Back,Compute _This!,2,15.9,23.444226294,-7.5442262939999996,Running Back,Starter
4,Ezekiel Elliott,Running Back,Compute _This!,2,16.5,20.490874718000004,-3.990874718000004,Running Back,Starter
5,Ezekiel Elliott,Running Back,Compute _This!,2,17.1,21.259579277,-4.159579276999999,Running Back,Starter
6,Ezekiel Elliott,Running Back,Compute _This!,2,26.3,18.689298907,7.610701092999999,Running Back,Starter
7,Ezekiel Elliott,Running Back,Compute _This!,2,26.700000000000003,19.937483211,6.762516789000003,Running Back,Starter
8,Ezekiel Elliott,Running Back,Compute _This!,20,NA,0,NA,Bench,Bench
9,Ezekiel Elliott,Running Back,Compute _This!,2,13.9,21.71343157,-7.8134315700000005,Running Back,Starter
10,Ezekiel Elliott,Running Back,Compute _This!,2,8.3,19.758583109,-11.458583109,Running Back,Starter
11,Ezekiel Elliott,Running Back,Compute _This!,2,19.3,20.833335209999998,-1.533335209999997,Running Back,Starter
12,Ezekiel Elliott,Running Back,Compute _This!,2,16.6,16.513206761999996,0.0867932380000056,Running Back,Starter
13,Ezekiel Elliott,Running Back,Compute _This!,2,20.700000000000003,20.197528324,0.5024716760000025,Running Back,Starter
5,Gardner Minshew II,Quarterback,NA,NA,21.16,14.150510311000001,7.009489688999999,NA,Starter
6,Gardner Minshew II,Quarterback,The OBJective_Functions,0,4.620000000000001,17.207816241,-12.587816240999999,Quarterback,Starter
7,Gardner Minshew II,Quarterback,The OBJective_Functions,0,21,17.797407775000003,3.2025922249999965,Quarterback,Starter
1,George Kittle,Tight End,The OBJective_Functions,6,13.4,14.889676217999998,-1.4896762179999978,Tight End,Starter
2,George Kittle,Tight End,The OBJective_Functions,6,8.4,15.58416001,-7.184160009999999,Tight End,Starter
3,George Kittle,Tight End,The OBJective_Functions,6,11.7,14.084899469,-2.3848994690000005,Tight End,Starter
4,George Kittle,Tight End,The OBJective_Functions,20,NA,0,NA,Bench,Bench
5,George Kittle,Tight End,The OBJective_Functions,6,20.8,13.663428389,7.136571611000001,Tight End,Starter
6,George Kittle,Tight End,The OBJective_Functions,6,18.3,16.104735955500004,2.1952640444999965,Tight End,Starter
7,George Kittle,Tight End,The OBJective_Functions,6,6.800000000000001,14.1759163602,-7.3759163602,Tight End,Starter
8,George Kittle,Tight End,The OBJective_Functions,6,14.6,14.309300720700001,0.2906992792999983,Tight End,Starter
9,George Kittle,Tight End,The OBJective_Functions,6,19.9,14.510343105200002,5.389656894799996,Tight End,Starter
10,George Kittle,Tight End,The OBJective_Functions,20,0,0,0,Bench,Bench
11,George Kittle,Tight End,The OBJective_Functions,20,0,0,0,Bench,Bench
12,George Kittle,Tight End,The OBJective_Functions,6,24.9,15.209349708100001,9.690650291899997,Tight End,Starter
13,George Kittle,Tight End,The OBJective_Functions,6,3.4000000000000004,17.834019148099998,-14.434019148099997,Tight End,Starter
5,Gerald Everett,Tight End,NA,NA,20.6,6.723412359,13.876587641,NA,Starter
6,Gerald Everett,Tight End,'R'm Chair_Quarterback,6,2.9,7.981217726999999,-5.0812177269999985,Tight End,Starter
7,Gerald Everett,Tight End,'R'm Chair_Quarterback,6,15,9.343971567,5.6560284329999995,Tight End,Starter
8,Gerald Everett,Tight End,'R'm Chair_Quarterback,6,3.5,10.260548459999999,-6.760548459999999,Tight End,Starter
9,Gerald Everett,Tight End,'R'm Chair_Quarterback,20,NA,0,NA,Bench,Bench
10,Gerald Everett,Tight End,'R'm Chair_Quarterback,6,14.8,9.409923626000001,5.3900763739999995,Tight End,Starter
11,Gerald Everett,Tight End,'R'm Chair_Quarterback,6,3,9.859861393000001,-6.859861393000001,Tight End,Starter
12,Gerald Everett,Tight End,'R'm Chair_Quarterback,20,4.300000000000001,9.373108977000001,-5.073108977,Bench,Bench
13,Gerald Everett,Tight End,'R'm Chair_Quarterback,20,0,0,0,Bench,Bench
1,Geronimo Allison,Wide Receiver,The_Plainsmen,20,0,7.385929017,-7.385929017,Bench,Bench
2,Geronimo Allison,Wide Receiver,The_Plainsmen,20,10.5,7.142548033000001,3.3574519669999994,Bench,Bench
3,Geronimo Allison,Wide Receiver,The_Plainsmen,20,0.9,6.048954391,-5.148954390999999,Bench,Bench
4,Geronimo Allison,Wide Receiver,The_Plainsmen,20,14.899999999999999,5.797453645999999,9.102546354,Bench,Bench
5,Geronimo Allison,Wide Receiver,The_Plainsmen,20,4.800000000000001,10.600519213,-5.800519212999999,Bench,Bench
6,Geronimo Allison,Wide Receiver,The_Plainsmen,20,7,9.461727141200003,-2.4617271412000026,Bench,Bench
1,Giovani Bernard,Running Back,NA,NA,8.3,8.714693907,-0.4146939069999984,NA,Starter
2,Giovani Bernard,Running Back,'R'm Chair_Quarterback,20,2.3000000000000003,11.715615905000002,-9.415615905000001,Bench,Bench
4,Golden Tate,Wide Receiver,NA,NA,0,0,0,NA,Starter
5,Golden Tate,Wide Receiver,'R'm Chair_Quarterback,20,4.3,10.5520051019,-6.252005101900001,Bench,Bench
6,Golden Tate,Wide Receiver,'R'm Chair_Quarterback,20,22.200000000000003,12.991354966800001,9.208645033200002,Bench,Bench
7,Golden Tate,Wide Receiver,'R'm Chair_Quarterback,23,14,11.7957953659,2.2042046341,Flex,Starter
8,Golden Tate,Wide Receiver,'R'm Chair_Quarterback,20,16.5,13.2644511753,3.2355488247000004,Bench,Bench
9,Golden Tate,Wide Receiver,'R'm Chair_Quarterback,20,11.8,12.7014648301,-0.9014648301000001,Bench,Bench
10,Golden Tate,Wide Receiver,'R'm Chair_Quarterback,23,23.5,13.4302194448,10.0697805552,Flex,Starter
11,Golden Tate,Wide Receiver,'R'm Chair_Quarterback,20,NA,0,NA,Bench,Bench
12,Golden Tate,Wide Receiver,'R'm Chair_Quarterback,4,12.3,11.439880564,0.8601194360000015,Wide Receiver,Starter
13,Golden Tate,Wide Receiver,'R'm Chair_Quarterback,20,0,0,0,Bench,Bench
1,Greg Olsen,Tight End,'R'm Chair_Quarterback,6,7.6,8.413158395,-0.8131583950000003,Tight End,Starter
2,Greg Olsen,Tight End,'R'm Chair_Quarterback,20,17,9.214111123999999,7.785888876000001,Bench,Bench
3,Greg Olsen,Tight End,'R'm Chair_Quarterback,6,25.5,9.897533552,15.602466448,Tight End,Starter
4,Greg Olsen,Tight End,'R'm Chair_Quarterback,6,2.5,12.101754922,-9.601754922,Tight End,Starter
5,Greg Olsen,Tight End,'R'm Chair_Quarterback,6,0,10.505325337,-10.505325337,Tight End,Starter
6,Greg Olsen,Tight End,'R'm Chair_Quarterback,20,9.2,10.07727552,-0.8772755200000013,Bench,Bench
7,Greg Olsen,Tight End,'R'm Chair_Quarterback,20,NA,0,NA,Bench,Bench
